Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
74,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",Ampol is committed to complying with all relevant competition and consumer laws that apply to our business in Australia and all other locations.,,,,Ampol,2023.0,,,,19,,,,,,,,Code of Conduct,,,,,,,,,,,,,,
77,,207.0,Tax,207-01,Approach to tax,,Tax Policy,,,Ampol,2023.0,The Ampol Tax Policy describes Ampol's principled approach to managing its tax affairs. Its objectives align with Ampol's broader organisational goals and values.\t,,,,,,,"Tax Policy, Principled approach, Organisational goals",16,E,,Tax Policy,,,,,,,,,,,,,,
78,,207.0,Tax,207-02,"Tax governance, control, and risk management","The guiding principles to be applied by Ampol in the management of its tax affairs are as follows: Compliance with all legal obligations in relation to taxation payments, including on-time payments; Tax is paid in the jurisdictions where value is created; Compliance with the relevant tax laws in all jurisdictions in which we operate; Immediate reporting of any detected errors/omissions to all relevant revenue authorities; Maintaining integrity of compliance, reporting and governance systems; Application of the arm's length principle to the pricing of transactions between Ampol group companies in accordance with the guidelines issued by the OECD; Maintain open and constructive relationships with revenue authorities at all times; Provide evidence (as required) that tax positions adopted are legally sustainable in the event of challenge by a revenue authority; and Transactions entered into by Ampol have a clear business purpose or commercial rationale and do not rely on tax outcomes for their commercial viability.",,,,Ampol,2023.0,,,,,,,,,,,,Tax Policy,,,,,,,,,,,,,,
79,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,Ampol publishes an Annual Taxes Paid Report by Australia's Voluntary Tax Transparency Code in the following Annual Year.,,,,Ampol,2023.0,,,,1,,,,,,,,Sustainability datapack,,,,,,,,,,,,,,
80,,207.0,Tax,207-04,Country-by-country reporting,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,301.0,Materials,301-02,Recycled input materials used,,Pathway recycling initiatives,,,Ampol,2023.0,Establish a pathway to introduce recycling initiatives for customers and operations for retail sites to minimise volumes of food and packaging waste being sent to landfills.,,,,,21,,"Recycling initiatives, Minimise waste, Retail operations","12, 13",E,,,,,,,,,,,,,,,,
83,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,302.0,Energy,302-01,Energy consumption within the organization,,Brisbane Renewable Fuels project,,,Ampol,2023.0,"The Brisbane Renewable Fuels project considers using agricultural, animal, and other waste feedstocks prevalent in the Queensland market. Leveraging existing refinery manufacturing, distribution infrastructure, and capability to produce renewable fuels for domestic use and the export market, where possible, remains a priority, provided acceptable returns are available.",,,,,"15, 48",,"Renewable Fuels project, Refinery manufacturing, Export market","7, 9, 13",E,,,,,,,,,,,,,,,,
85,,302.0,Energy,302-01,Energy consumption within the organization,,Sustainable Energy Infrastructure,,,Ampol,2023.0,"To support energy usage across our retail stores and AmpCharge EV charging bays, we have commenced a program installing ~50kW solar panels to supplement grid energy consumption at our owned and operated Retail sites. First-of-its-kind AmpCharge hubs have also been installed at our flagship Ampol Foodary Pheasants Nest sites, including 12 charging bays providing up to 300kW of power to serve EV drivers on long journeys up and down the Hume Highway.",,,,,14,,"Solar panels, Grid energy, AmpCharge EV charging bays","7, 9, 11",E,,,,,,,,,,,,,,,,
86,,302.0,Energy,302-01,Energy consumption within the organization,,Two lighting optimisation projects,,,Ampol,2023.0,"In our Distribution network, we undertook two lighting optimisation projects at our Banksmeadow NSW Terminal and Newport VIC Terminal facilities. These two projects involved replacing LED lights in both operational and office spaces. Throughout 2023, we continued replacing our Depot operational fleet with more modern diesel engine technology and truck configurations optimised to deliver an emissions reduction benefit.",,,,,42,,"Lighting optimisation, LED replacement, Emissions reduction","7, 9, 13",E,,,,,,,,,,,,,,,,
87,,302.0,Energy,302-02,Energy consumption outside of the organization,,Voluntary large-scale generation certificates (LGCs),,,Ampol,2023.0,"We continue to manage the approval processes as we expand the EV charging network during 2024. Between 1 January and 31 December 2023, we also chose to offset 100% of the electricity consumption for our ARENA and NSW co-funded AmpCharge EV charging bays through the purchasing and surrendering of voluntary large-scale generation certificates (LGCs) to cover the electricity usage at these charging sites.",,,,,44,,"EV charging network, Electricity consumption, LGCs","7, 9, 11",E,,,,,,,,,,,,,,,,
88,,302.0,Energy,302-02,Energy consumption outside of the organization,,Z Energy's approach to installing EV charging bays,,,Ampol,2023.0,"Z Energy's approach to installing EV charging bays across New Zealand focuses primarily on areas with the highest density of EV customers. As Z Energy continues to expand its on-the-go EV charging network, as of 31 December, they have installed 104 charging bays across 37 retail sites. Z Energy has the ambition to be one of the leading EV charging providers in New Zealand, with a network of fast and ultra-fast charging infrastructure across the country.",,,,,45,,"EV charging bays, Density of customers, Fast charging","7, 9, 11",E,,,,,,,,,,,,,,,,
89,,302.0,Energy,302-02,Energy consumption outside of the organization,,Hydrogen strategy,,,Ampol,2023.0,"Our modelling suggests that heavy transport and shipping will have the greatest use for hydrogen and its derivatives in Australia. We continued to build out our hydrogen strategy in 2023. We worked closely with state, territory, and federal governments, acting as industry experts to help facilitate the establishment of a hydrogen transport industry in Australia.",,,,,45,,"Hydrogen strategy, Government collaboration, Transport industry","7, 9, 13",E,,,,,,,,,,,,,,,,
90,,302.0,Energy,302-03,Energy intensity,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,302.0,Energy,302-04,Reduction of energy consumption,,Replacement of economisers,,,Ampol,2023.0,"In November 2023, we replaced economisers on two of the refinery's boilers. We will see the impact of this energy efficiency improvement project in 2024.",,,,,42,,"Energy efficiency, Boiler improvement, Energy audits","7, 9, 13",E,,,,,,,,,,,,,,,,
92,,302.0,Energy,302-04,Reduction of energy consumption,,,,NO DISCLOSURE,Ampol,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,Renewable diesel trial,,,Ampol,2023.0,"In November 2023, we replaced economisers on two of the refinery's boilers. The impact of this energy efficiency improvement project will be seen in 2024.\t",,,,,15,,"Renewable diesel trial, Customer decarbonisation, Practical understanding","7, 9, 13",E,,,,,,,,,,,,,,,,
94,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,Electrification of customers and the economy,,,Ampol,2023.0,"Over 2023, Z Energy increased its majority ownership position of the electricity retail business, Flick Electric, to 100% and introduced an innovative new electricity offer. Using a technology platform developed and built in-house, Flick Electric provides a flexible and easy-to-use system for its customers to monitor and control their energy consumption.",,,,,17,,"Majority ownership, Electricity offer, Energy consumption","7, 9, 13",E,,,,,,,,,,,,,,,,
95,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,"Lytton refinery continues to be the biggest water user within Ampol, using approximately 2.868 megalitres in 2023. Although Lytton refinery is not located in a water-stressed area, to help us effectively manage our water usage and minimise our draw on potable water, we continue to purchase recycled water from an external wastewater treatment plant close by, contributing 45% of our usage. We also use condensate to generate steam during refining to provide 25% of the water used. \t",,,,Ampol,2023.0,,,,,,38,,,,,,,,,,,,,,,,,,,,
