Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
190,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,StreetSmart,,,Origin,2023.0,"StreetSmart is a compassionate community initiative aimed at tackling homelessness at its roots. Origin partnerorganisationtSmart, a non-profit organization, to raise funds to support grassroots organisations addressing community homelessness.","In FY2023, our support for StreetSmart helped to fulfil grants to frontline agencies, providing 265 new households with essentials such as white goods, bedding and kitchen appliances.",,6,13,,,"StreetSmart, grassroots organisations, whitegoods",11,S,,,,,,,,,,,,,,,,
191,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Billing blocks,,,Origin,2023.0,"Billing blocks at origin refer to specific mechanisms or restrictions to control and manage the billing process for goods or services originating from a particular location. These blocks are typically employed by businesses, transportation companies, or service providers to ensure accurate and secure billing procedures.",,,6,13,,,"Billing blocks, postcodes, affected areas",11,S,,,,,,,,,,,,,,,,
192,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Origin Solar System,,,Origin,2023.0,"Origin Solar System is an innovative and comprehensive initiative that includes installing a solar power system for households. In addition to adopting sustainable Energy through solar power, this Program offers eligible customers an enticing incentive of 12 months' worth of free electricity, gas, and broadband services.",,,6,13,,,"Origin Solar System, 12 months, free electricity",11,S,,,,,,,,,,,,,,,,
193,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Community Fund,,,Origin,2023.0,"Community Fund is a purpose-driven initiative to support and invest in the communities where Origin operates. This fund is designed to provide financial support and funding projects, local organizations, and initiatives that align with Origin's values and priorities.",,,6,19,,,"Community Fund, $5 million, Just Transition",11,S,,,,,,,,,,,,,,,,
194,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,@Gotcha4Life,,,Origin,2023.0,"Gotcha4Life is a crucial community-driven initiative that fosters mental fitness and suicide prevention. Founded on the fundamental belief that mental well-being is as important as physical health, this organization has been dedicated to substantially impacting individual's lives and the broader community.",,,6,19,,,"@Gotcha4Life, mental fitness, suicide prevention",2023-03-11 00:00:00,S,,,,,,,,,,,,,,,,
195,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Talk2mebro,,,Origin,2023.0,"Talk2mebro is a crucial community-driven initiative focusing on men's mental health and well-being. It provides a safe and supportive platform for men to openly discuss mental health challenges, seeking to break down barriers and reduce the stigma surrounding male mental well-being.",,,6,19,,,"Talk2mebro, male mental health, suicide prevention",2023-03-11 00:00:00,S,,,,,,,,,,,,,,,,
196,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Drought Angels,,,Origin,2023.0,"Drought Angel's partnership with Origin is a compassionate alliance dedicated to aiding farming families impacted by natural disasters. This initiative extends financial assistance, food hampers, care packs, and mental well-being support to those affected. By combining resources and expertise, Origin and Drought Angels provide essential aid and emotional support, acknowledging farming communities' hardships during challenging times.",,,6,19,,,"Drought Angels, natural disasters, food hampers",11,"E, S",,,,,,,,,,,,,,,,
197,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Thank You Small Business competition,,,Origin,2023.0,"The Thank You Small Business competition by Origin is a recognising initiative aimed at identifying and appreciating the resilience of small business owners. It provides a platform for individuals to nominate and celebrate small businesses that have demonstrated exceptional resilience, perseverance, and adaptability, especially during challenging times.",,,6,19,,,"Thank You Small Business competition, Silver Lining, Wagga Wagga",2023-04-11 00:00:00,S,,,,,,,,,,,,,,,,
198,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Wuyagiba Study Hub,,,Origin,2023.0,"The group launched a five-year support program for the Wuyagiba Study Hub between the remote First Nations communities of Ngukurr and Numbulwar in Southeast Arnhem Land. In partnership with Macquarie University, Wuyagiba increases opportunities for local First Nations students to access university education.",,,6,20,,,"Wuyagiba Study Hub, Ngukurr, Numbulwar",2023-04-11 00:00:00,S,,,,,,,,,,,,,,,,
199,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Raise Foundation,,,Origin,2023.0,"Raise Foundation at Origin is a dedicated organization that operates nationwide in Australia, with a primary mission to deliver impactful mentoring programs. Their primary focus is on Year 8 students attending public secondary schools who are most vulnerable to disengagement or experiencing poor well-being. Raise Foundation's programs aim to empower these young individuals with the guidance and support they need to navigate the critical transitional phase of early adolescence.",,,6,20,,,"Raise Foundation, mentoring programs, Year 8 students",11,S,,,,,,,,,,,,,,,,
200,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Give2,,,Origin,2023.0,"Give2's partnership with Origin represents a meaningful collaboration focused on philanthropy and community support. Origin organisation Give2, a charitable organization, provides financial assistance, resources, and aid to various causes and community projects.","Through our workplace giving program, Give2, the Foundation matched employee donations dollar-for-dollar, providing more than $775,000 to around 260 Australian not-for-profit organisations.",,6,20,,,"Give2, dollar-for-dollar, $775,000",11,S,,,,,,,,,,,,,,,,
201,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,OriginÃ¢ÂÂs legal pro bono program,,,Origin,2023.0,Origin's Legal Pro Bono Program exemplifies a commitment to corporate social responsibility and legal advocacy for those in need. This initiative involves Origin's legal professionals dedicating their expertise and Time to provide legal services to individuals and organizations who cannot afford legal representation.,"Since its launch, the Origin legal team have provided over 180 hours of pro bono work to a growing list of partners, including SolarBuddy, Raise Foundation, Autism Queensland, and the Foundation for Rural and Regional Renewal.",,6,20,,,"Origin's legal pro bono program, 180 hours, critical legal needs",11,S,,,,,,,,,,,,,,,,
202,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Digital land access tool,,,Origin,2023.0,"Origin's Digital Land Access Tool is a cutting-edge digital platform designed to streamline and enhance the land access process. This tool leverages advanced technology to provide a user-friendly interface for managing land access permissions and negotiations. It allows for efficient tracking, optimising, and communication, optimizing the engagement with landoCentralisedtakeholders","Since its launch, the Origin legal team have provided over 180 hours of pro bono work to a growing list of partners, including SolarBuddy, Raise Foundation, Autism Queensland, and the Foundation for Rural and Regional Renewal.",,6,18,,,"Digital land access tool, QR codes, paper-based property",2023-09-11 00:00:00,S,,,,,,,,,,,,,,,,
203,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Centralised procurement function,,,Origin,2023.0,"Origin's Centralised Procurement Function is a strategic and efficient approach to managing the organisation's processes. It consolidates centralised activities into a centralized unit, streamlining purchasing, negotiations, and supplier management.",,,6,17,,,"Centralised procurement function, 24 per cent, 90 per cent",17,"E, S",,,,,,,,,,,,,,,,
205,,415.0,Public Policy,415-01,Political contributions,"The total monetary value of payments to political parties, as reported to the Australian Electoral Commission, was AUSD 6,100.",,,,Origin,2023.0,,,,6,2,,,,,,,,,,,,,,,,,,,,,
206,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Origin,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,Responsible Marketing,,Origin,2023.0,"Responsible Marketing by Origin encapsulates the company's dedication to ethics and emphasises marketing practices. It emphasizes providing accurate information, promoting sustainability, and ensuring marketing campaigns align with Origin's values and commitments.",,,6,17,,,"Responsible Marketing, door-to-door sales, limited outbound calls",12,S,,,,,,,,,,,,,,,,
212,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Independent Security Assurance,,,Origin,2023.0,Independent Security Assurance is a stringent process implemented to ensure the safety and security of data. It involves engaging third-party experts or agencies to conduct thorough evaluations and audits of Origin's security measures and practices.,,,6,9,,,"Independent Security Assurance, internal security controls, cyber security",16,"S, G",,,,,,,,,,,,,,,,
213,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Consumer Data Right,,,Origin,2023.0,Consumer Data Rights is a paramount initiative focused on ensuring the privacy and security of consumer data. Origin adheres to regulatory frameworks that grant consumers greater control over their personal information.,,,6,9,,,"Consumer Data Right, government-led initiative, accredited third parties",16,S,,,,,,,,,,,,,,,,
214,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Cyber awareness training,,,Origin,2023.0,"Cyber Awareness Training at Origin is a comprehensive and indispensable program meticulously crafted to educate and empower employees with the critical knowledge and skills needed to navigate the complex landscape of online security and cyber threats. In an era where our digital world is constantly evolving, this initiative takes centre stage in fostering a vigilant and cyber-resilient workforce.",,,6,9,,,"Cyber awareness training, phishing emails, customer data safe",16,S,,,,,,,,,,,,,,,,
215,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Origin,2023.0,,,,6,,,,,,,,,,,,,,,,,,,,,,
