Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
150,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Infoodle,,,Xero,2023.0,"Infoodle at Xero is a community-driven initiative to support nonprofits and community organisations with efficient management and data-tracking tools. By providing tailored solutions and fostering collaboration within the nonprofit sector, Infoodle empowers organisations to streamline their operations and significantly impact their communities.",,,,,,,"Infoodle, supports non-profits, discount",11,S,,Community,,,,,,,,,,,,,,
151,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,HubDoc,,,Xero,2023.0,"HubDoc at Xero is a community-driven platform designed to streamline financial document management for small businesses and accountants. By simplifying the process of gathering and organising documents, HubDoc empowers users to focus on what matters mostÃ¢ÂÂrunning their businesses and serving their clients.",,,,,,,"HubDoc, capture bills, bookkeeping",11,S,,https://www.xero.com/au/small-businesses/non-profit/,,,,,,,,,,,,,,
152,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Wellbeing education courses,,,Xero,2023.0,"Wellbeing education courses at Xero are a community-driven initiative to promote mental health awareness and self-care practices among employees. By providing access to resources and training sessions, Xero empowers individuals to prioritise their wellbeing, fostering a supportive and resilient community within the organisation.",,,,,,,"Wellbeing education courses, Xero Central, wellbeing support",11,S,,Community,,,,,,,,,,,,,,
153,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Xero Assistance Program,,,Xero,2023.0,"Xero Assistance Program is a community-driven initiative dedicated to providing support and resources to employees during times of need. By offering confidential counselling, financial assistance, and other support services, Xero fosters a caring and compassionate workplace community where employees can thrive.",,,,,,,"Xero Assistance Program, XAP, Benestar",11,S,,Community,,,,,,,,,,,,,,
154,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Small Business Day,,,Xero,2023.0,"Small Business Day at Xero is a community-driven event celebrating the achievements and contributions of small businesses worldwide. Through workshops, networking opportunities, and promotional activities, Xero empowers small business owners to connect, learn, and grow, fostering a supportive ecosystem that drives economic prosperity and innovation.",,,,,,,"Small Business Day, shopping small, free Xero subscriptions",11,S,,Community,,,,,,,,,,,,,,
155,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Xero Small Business Insights,,,Xero,2023.0,"Xero Small Business Insights is a community-driven initiative that provides valuable data and insights to help small businesses make informed decisions. By analysing anonymised data from millions of Xero users, this effort contributes to a better understanding of small business trends and challenges, ultimately benefiting the entire business community.",,,,,,,"Xero Small Business Insights, XSBI, three biggest regions",11,S,,Community,,,,,,,,,,,,,,
156,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,"Ã¢ÂÂGood Days, Bad DaysÃ¢ÂÂ campaign",,,Xero,2023.0,"The 'Good Days, Bad Days' campaign at Xero is a community-driven initiative focused on raising awareness about mental health and promoting supportive workplace environments. By encouraging open dialogue, providing resources, and fostering empathy, Xero strives to create a culture where employees feel comfortable discussing mental health challenges and seeking peer support.",,,,,,,"Ã¢ÂÂGood Days, Bad DaysÃ¢ÂÂ campaign, Small Business Index, small business owner",11,S,,Community,,,,,,,,,,,,,,
157,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Rewired,,,Xero,2023.0,"Rewired at Xero is a community-driven initiative promoting workplace diversity and inclusion. Through workshops, events, and advocacy efforts, Rewired empowers employees to challenge biases, foster belonging, and create a more equitable and welcoming environment.",,,,,,,"Rewired, XeroÃ¢ÂÂs Auckland office, priced shared workspace",11,S,,Community,,,,,,,,,,,,,,
158,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Neurodiversity,,,Xero,2023.0,"Neurodiversity at Xero is a community-driven initiative focused on embracing the unique strengths and perspectives of individuals with diverse neurological differences. Xero creates a workplace where all employees can thrive and contribute to their fullest potential by fostering understanding, providing support, and promoting inclusive practices.",,,,,,,"Neurodiversity, Employee resource groups, ERG, equitable workplace",11,S,,Community,,,,,,,,,,,,,,
159,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,LGBTQIA+,,,Xero,2023.0,"LGBTQIA+ at Xero is a community-driven initiative dedicated to creating an inclusive environment where individuals of all sexual orientations and gender identities feel respected and supported. Through advocacy, education, and allyship, Xero fosters a culture of acceptance and celebrates the diversity of its LGBTQIA+ employees and customers.",,,,,,,"LGBTQIA+, formal groups in US & Canada, Australia & Asia",11,S,,Community,,,,,,,,,,,,,,
160,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Women of Xero,,,Xero,2023.0,"Women of Xero is a community-driven initiative focused on empowering women within the organisation through networking, mentorship, and professional development opportunities. By fostering a supportive community and advocating for gender equality, Women of Xero strives to create a more inclusive and equitable workplace for all employees.",,,,,,,"Women of Xero, exchange of ideas, career and personal development",11,S,,Community,,,,,,,,,,,,,,
161,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Black Xero,,,Xero,2023.0,"Black Xero is a community-driven initiative to promote diversity, inclusion, and representation of Black employees within the organisation. Through advocacy, education, and empowerment, Black Xero fosters a supportive community where Black employees can thrive and contribute to Xero's success.",,,,,,,"Black Xero, Employee resource groups, equitable workplace",11,S,,Community,,,,,,,,,,,,,,
162,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Samoan and Tongan language weeks,,,Xero,2023.0,"Samoan and Tongan language weeks at Xero are community-driven initiatives aimed at celebrating and preserving the rich cultural heritage of Samoa and Tonga. Through events, workshops, and language-learning activities, Xero fosters inclusivity and appreciation for the diverse cultures represented within its workforce.",,,,,,,"Samoan and Tongan language weeks, MÃÂori, cultural and religious events",11,S,,Community,,,,,,,,,,,,,,
163,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Black History Month,,,Xero,2023.0,"Black History Month at Xero is a community-driven initiative dedicated to honouring and amplifying the contributions and experiences of Black individuals. Through events, discussions, and educational resources, Xero fosters awareness, understanding, and support for racial equality and justice within its community.",,,,,,,"Black History Month, educational content, United States and Canada",11,S,,Community,,,,,,,,,,,,,,
164,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Juneteenth,,,Xero,2023.0,"Juneteenth at Xero is a community-driven celebration commemorating the end of slavery in the United States and promoting awareness of African American history and culture. Through events, discussions, and initiatives, Xero honours the significance of Juneteenth and advocates for racial equity and justice within its community.",,,,,,,"Juneteenth, Denver and Atlanta, Black Xero",11,S,,Community,,,,,,,,,,,,,,
165,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,National Association of Black Accountants,,,Xero,2023.0,"The National Association of Black Accountants (NABA) at Xero is a community-driven initiative to promote diversity and inclusion within the accounting profession. By providing networking opportunities, professional development resources, and mentorship programs, NABA at Xero empowers Black accountants to thrive and succeed in their careers.",,,,,,,"National Association of Black Accountants, NABA, regional and national work",11,S,,Community,,,,,,,,,,,,,,
166,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Matariki,,,Xero,2023.0,"Matariki at Xero is a community-driven celebration of the MÃÂori New Year, fostering cultural awareness and appreciation within the organisation. Through events, workshops, and educational activities, Xero honours Matariki's significance, promotes diversity and strengthens connections with MÃÂori culture and traditions.",,,,,,,"Matariki, MÃÂori New Year, culture, religious events\t",11,S,,Community,,,,,,,,,,,,,,
167,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,NAIDOC Week,,,Xero,2023.0,"NAIDOC Week at Xero is a community-driven initiative dedicated to celebrating the history, culture, and achievements of Aboriginal and Torres Strait Islander peoples. Through events, storytelling, and cultural activities, Xero acknowledges and honours the contributions of Indigenous Australians, fostering understanding and reconciliation within the community.",,,,,,,"NAIDOC Week, cultural and religious events, ERG initiatives and events",11,S,,Community,,,,,,,,,,,,,,
168,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Africa Day,,,Xero,2023.0,"Africa Day at Xero is a community-driven celebration highlighting African communities' diverse cultures, traditions, and contributions. Through events, discussions, and cultural showcases, Xero fosters awareness and appreciation for the richness of African heritage within its global community.",,,,,,,"Africa Day, ERG initiatives and events, increase allyship",11,S,,Community,,,,,,,,,,,,,,
169,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Finding Ada,,,Xero,2023.0,"Finding Ada at Xero is a community-driven initiative dedicated to celebrating and supporting women in STEM fields. Through events, mentorship programs, and advocacy efforts, Finding Ada empowers women to excel in technology and science, fostering a more inclusive and diverse workforce at Xero.",,,,,,,"Finding Ada, Increasing female representation, women into the tech",11,S,,Community,,,,,,,,,,,,,,
170,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Women's Tech Network,,,Xero,2023.0,"The Women's Tech Network at Xero is a community-driven initiative promoting gender diversity and inclusion within the technology sector. Through networking events, mentorship opportunities, and skill-building workshops, the network empowers women to thrive in technology careers and fosters a supportive community within Xero.",,,,,,,"Women's Tech Network, gender diverse workforce, Increasing female representation",11,S,,Community,,,,,,,,,,,,,,
171,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,WomenÃ¢ÂÂs Day,,,Xero,2023.0,"Women's Day at Xero is a community-driven celebration dedicated to recognising the achievements and contributions of women both within the organisation and globally. Through events, discussions, and initiatives, Xero advocates for gender equality and empowerment, fostering an inclusive workplace culture where women are valued and supported.",,,,,,,"WomenÃ¢ÂÂs Day, gender equality through, shining a spotlight",11,S,,Community,,,,,,,,,,,,,,
172,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Online Coding Adventure,,,Xero,2023.0,"The Online Coding Adventure at Xero is a community-driven initiative to promote coding skills and foster innovation among participants. Through interactive challenges, collaboration, and mentorship opportunities, Xero encourages individuals to explore the world of coding and develop their programming abilities, contributing to a vibrant community of tech enthusiasts.",,,,,,,"Online Coding Adventure, community outreach, activities online",11,S,,Community,,,,,,,,,,,,,,
173,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,GirlBoss Edge,,,Xero,2023.0,"GirlBoss Edge at Xero is a community-driven program empowering young women with skills and resources to excel in their careers. Through workshops, mentorship, and networking opportunities, GirlBoss Edge fosters a supportive community where participants can build confidence, develop leadership abilities, and achieve their professional goals.",,,,,,,"GirlBoss Edge, technology online career, high school-aged young women",11,S,,Community,,,,,,,,,,,,,,
174,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Disability confidence @ Xero,,,Xero,2023.0,"Disability Confidence @ Xero is a community-driven initiative that promotes inclusivity and accessibility within the workplace. Through awareness campaigns, accommodations, and support resources, Xero fosters a culture of understanding and support for individuals with disabilities, creating a more inclusive and diverse community.",,,,,,,"Disability confidence @ Xero, online learning portal, Strengthening belonging",11,S,,Community,,,,,,,,,,,,,,
