Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
76,,302.0,Energy,302-03,Energy intensity,,Renewable energy and energy efficiency approach,,,Aurizon,2023.0,Install solar PV arrays across our largest operational depots. Identify opportunities to increase the renewable energy mix within energy procurement frameworks by engaging with suppliers and project developers.,,,,"32, 81",,,"Solar PV Arrays, Renewable Energy Mix, Energy Procurement","7, 13",E,,,,,,,,,,,,,,,,
77,,302.0,Energy,302-03,Energy intensity,,ACCUs purchasing strategy,,,Aurizon,2023.0,"Aurizon has developed an ACCUs purchasing strategy aligned with the government's proposed review of the Safeguard Mechanism in FY2027. Our participation in the Australian carbon market commenced during FY2021 with an initial transaction to buy approximately 1,000 ACCUs and was augmented in FY2023 with the purchase of another 50,000 ACCUs.",,,,56,,,"ACCUs Purchasing Strategy, Australian Carbon Market","7, 13",E,10,,,,,,,,,,,,,,,
78,,302.0,Energy,302-04,Reduction of energy consumption,,Battery Electric Locomotive (BEL) prototype project,,,Aurizon,2023.0,"We are also progressing plans to adapt fleet assets to support our net-zero journey with the announcement of our Battery Electric Locomotive (BEL) prototype project. In this project, over the next 18 to 24 months, a conventional diesel locomotive will be stripped down, retrofitted and converted to a battery-based platform. This project will provide insight into the broader opportunities available within our fleet portfolio to introduce other fuel platforms at a more efficient cost than currently available for original equipment manufacturer (OEM) alternatives.",,,,"10, 81",,,"Battery Electric Locomotive, Net-zero Journey, Fuel Platforms","7, 9",E,,,,,,,,,,,,,,,,
79,,302.0,Energy,302-04,Reduction of energy consumption,,Zero-Emissions Capable Haulage program,,,Aurizon,2023.0,"We have joined with global technical partners and leading Australian universities to work on renewable energy solutions for locomotives that use batteries, hydrogen fuel cells, or a combination of both. The centrepiece of our Zero-Emissions Capable Haulage program is a prototype of a battery-powered freight locomotive, the first built in Australia and suitable for heavy haulage requirements in Australia's harsh operating conditions.",,,,54,,,"Renewable Energy Solutions, Battery Technology, Hydrogen Fuel Cells","7, 9",E,,,,,,,,,,,,,,,,
80,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,"Although the transport sector is less water-intensive than the supply chains it supports, it is acknowledged that Aurizon has a role to play in reducing water stress and preventing pollution.",,,,Aurizon,2023.0,,,,,60,,,,,,,,,,,,,,,,,,,,,
82,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,303.0,Water and Effluents,303-05,Water consumption,"In FY2023, Aurizon used 284 megalitres of potable water nationally.",,,,Aurizon,2023.0,,,,,60,,,,,,,,,,,,,,,,,,,,,
86,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,Aurizon,2023.0,,,,,62,,,,,,,,,,,,,,,,,,,,,
87,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Environment protection licence,,,Aurizon,2023.0,"In late July 2022, the purchase of One Rail Australia presented the opportunity to consolidate existing One Rail Australia (now Aurizon Bulk Central) and Aurizon licensing, including the environment protection licence for railway operations (SA) and the licence to conduct listed waste transportation and storage (NT). Aurizon Bulk Central's emission reporting requirements, including NGER and National Pollutant Inventory (NPI), have also been incorporated into our national reporting requirements. Aurizon Bulk Central has been steadily integrated into Aurizon's annual second-line environmental assurance program, which assesses compliance with legislative obligations and applicable licence/ permit/authorisations. No material non-compliances were reported.",,,,61,,,"Environmental Compliance, Emission Reporting, National Reporting","7, 13",E,13,,,,,,,,,,,,,,,
88,,304.0,Biodiversity,304-03,Habitats protected or restored,,Emissions Reduction Fund,,,Aurizon,2023.0,"The project will involve planting more than 50,000 native trees on a previously disturbed site that adjoins a National Park in the Great Barrier Reef Catchment and the Fitzroy natural resource management region. As it matures, the project, which has an expected life of 25 years, has the potential to generate about 1,300 ACCUs per annum.",,,,61,,,"Native Tree Planting, Carbon Sequestration, ACCUs",13,E,,,,,,,,,,,,,,,,
89,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"Our diesel locomotive fleet essentially generated Aurizon's Scope 1 emissions and was 591 ktCO2-e for FY2023, representing an increase of 16.7% from the previous reporting period.",,,,Aurizon,2023.0,,,,,57,,,,,,,,,,,,,,,,,,,,,
91,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,"Aurizon's Scope 2 emissions are generated by electricity purchases to power our operational facilities and CQCN. Our total Scope 2 emissions for FY2023 were 285 ktCO2-e, representing a 13.1% decrease from the previous reporting period.",,,,Aurizon,2023.0,,,,,57,,,,,,,,,,,,,,,,,,,,,
92,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,,GHG Protocol Standard,,,Aurizon,2023.0,"Aurizon uses an internal preparation basis aligned with the GHG Protocol Standard to inform our Scope 3 reporting boundary and calculation methodology. 67% We have changed our calculation methodology during FY2023 and continue to improve our understanding of the relevant Scope 3 reporting categories for our business. These changes have increased the coverage of captured spending for purchased goods and services, expanding the spend-based emissions estimates, which now include approximately 20% of our total expenditure.",,,,57,,,"Scope Emission Reporting, GHG Protocol Standards, Emissions Reduction",13,E,,,,,,,,,,,,,,,,
93,,305.0,Emissions,305-04,GHG emissions intensity,,Decarbonisation approach,,,Aurizon,2023.0,"There is an opportunity to deliver emissions reduction benefits in the transport sector by shifting freight from road to rail. With adequate recognition of the vital contribution that rail freight can make to transport sector decarbonisation, the opportunity for rail to contribute to overall emissions reduction could be recovered. Key policy reforms announced over the last 12 months have highlighted the challenges for the rail industry.",,,,19,,,"Freight Shifting, Rail Transport, Emissions Reduction",9,E,,,,,,,,,,,,,,,,
94,,305.0,Emissions,305-04,GHG emissions intensity,,Promotion of rail freight,,,Aurizon,2023.0,"Aurizon does, however, note that current settings promote higher emissions from road transport at the expense of lower carbon outcomes from the rail freight industry. Using rail for heavy freight remains a safe and environmentally friendly mode of land freight transport Ã¢ÂÂ up to 75% fewer GHG emissions are generated by rail per tonne of freight than by road.",,,,56,,,"Rail Freight Industry, Emissions Reduction, Policy Reforms","9, 13",E,,,,,,,,,,,,,,,,
95,,305.0,Emissions,305-05,Reduction of GHG emissions,,Safeguard Mechanism reforms,,,Aurizon,2023.0,"Aurizon is one of about 145 large enterprises in Australia covered by the Australian Government's Safeguard Mechanism policy. Recent reforms to the Safeguard Mechanism require covered entities to reduce their emissions intensity by 4.9% each year, commencing in 2023-24.",,,,"19, 26",,,"Safeguard Mechanism, Emissions Intensity Reduction, Policy Compliance",13,E,,,,,,,,,,,,,,,,
96,,305.0,Emissions,305-05,Reduction of GHG emissions,,Net-zero operational emissions by 2050,,,Aurizon,2023.0,"As Australia's largest integrated rail freight business, we can significantly and positively influence the decarbonisation of Australian rail freight supply chains, as supported by our target of net-zero operational emissions by 2050. A lower carbon future must accompany business sustainability, customer service and economic development. We are a crucial part of the supply chains for Australia's agricultural, industrial and resource sectors.",,,,"14, 57",,,"Decarbonisation, Rail Freight, Supply Chains","9, 13",E,,,,,,,,,,,,,,,,
97,,305.0,Emissions,305-05,Reduction of GHG emissions,,Future Fleet Strategy,,,Aurizon,2023.0,"Supporting this goal, we have set an emissions intensity reduction target of 10% by 2030. We will invest $50 million over 10 years through our Future Fleet Fund, targeting low-carbon technologies across our operational fleet. Aurizon has developed a Future Fleet Strategy comprising three proposed modular end-state solutions that provide customers with low- or zero-emission solutions across our service routes.\t",,,,15,,,"Emissions Intensity Reduction Target, Future Fleet Fund, Low-carbon Technologies","7, 9",E,,,,,,,,,,,,,,,,
98,,305.0,Emissions,305-06,Emissions of ozone-depleting substances (ODS),,,,NO DISCLOSURE,Aurizon,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
