Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
44,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Self-Assessment Questionnaire,,,Mineral Resources,2023.0,"In FY23, MinRes issued 158 Self-Assessment Questionnaires (SAQs), of which 151 were issued due to MinRes' embedded risk screening and assessment process for high-risk suppliers. Subsequently, 48 suppliers returned an SAQ with a medium-risk rating and, as per MinRes' process, were issued with encouragement notices. Ongoing dialogue with suppliers during the year resulted in 12 suppliers further reducing their SAQ risk rating to low due to demonstrating improvements in processes and procedures addressing human rights risks in their business.",,,Data sheet,63,,,"Self-Assessment Questionnaire, risk screening, high-risk supplier","8, 16","S, G",,,,,,,,,,,,,,,,
45,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,Indigenous Procurement Strategy,,,Mineral Resources,2023.0,"The MinRes Indigenous Procurement Strategy commits MinRes and its contracting business partners to promoting, supporting, and employing local Indigenous Australians. MinRes has worked with Traditional Owners to identify Indigenous businesses that would benefit from an Indigenous Small Business Grant. The funding supports the set-up costs of a new business, including registration, business advice, legal structure and basic training.",,,Data sheet,116,,,"Indigenous Procurement Strategy, business partner, Traditional Owner","8, 10",S,,,,,,,,,,,,,,,,
46,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,Anti-Bribery and Corruption Policy,,,Mineral Resources,2023.0,"MinRes' Anti-Bribery and Corruption Policy outlines its expectations in not tolerating bribery, corruption, or any actions that constitute fraud. It encourages employees to speak up and report concerns internally and externally, including through its external whistleblower hotline, MinRes Integrity Assist.",,,Data sheet,48,,,"Anti-Bribery and Corruption Policy, bribery, corruption, fraud",16,G,,,,,,,,,,,,,,,,
47,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Code of Conduct training,,,Mineral Resources,2023.0,"Before commencing employment with MinRes, all employees must complete training on the Code of Conduct and undertake refresher training each year to understand their requirements. During FY23, MinRes updated its refresher e-learning package on the Code. It is widely communicated and implemented throughout the business, with 91% of MinRes employees completing the training.",,,Data sheet,45,,,"Refresher training, Code of Conduct, e-learning package",16,G,,,,,,,,,,,,,,,,
48,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,Risk management platform,,,Mineral Resources,2023.0,"MinRes' risk management process is supported by ongoing work to embed a centralised online risk management platform into day-to-day decision-making and to refine processes and tools for managing risk. MinRes' risk management platform effectively integrates strategic and operational level reporting, with the software providing both desktop and mobile user accessibility. It improves efficiency and allows for real-time data collection and analysis.",,,Data sheet,48,,,"Risk management platform, decision making, operational level reporting",16,G,,,,,,,,,,,,,,,,
49,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices","There were no legal actions for anti-competitive behaviour, anti-trust, and monopoly practices during FY23.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
50,,207.0,Tax,207-01,Approach to tax,,Tax strategy,,,Mineral Resources,2023.0,"MinRes' tax strategy ensures that MinRes always seeks to comply with the letter and spirit of tax laws. MinRes views tax compliance as an important commitment to contributing to the well-being of society. In complying with the tax laws, the Company supports the nation's public development programs and social support, which play a critical role in supporting the quality of life for the nation's citizens.",,,Data sheet,,,,"Tax strategy, tax law, public development program",16,G,,Tax Transparency Report page 1,,,,,,,,,,,,,,
51,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Tax Risk Management Framework,,,Mineral Resources,2023.0,"MinRes has a Board-approved Tax Risk Management Framework, which is readily accessible to all employees on the Company's intranet and details the management of tax-related risks across all tax types. While MinRes executives and senior management are responsible for daily tax management, ultimate oversight of the Framework sits with the Audit and Risk Committee.",,,Data sheet,,,,"Tax Risk Management Framework, tax-related risk, tax management",16,G,,Tax Transparency Report page 1,,,,,,,,,,,,,,
52,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"MinRes engages with taxation authorities openly and transparently and, where required, seeks guidance from taxation authorities through private rulings or pre-transaction decision requests.",,,,Mineral Resources,2023.0,,,,Data sheet,,,,,,,,Tax Transparency Report page 2,,,,,,,,,,,,,,
53,,207.0,Tax,207-04,Country-by-country reporting,MinRes' foreign tax resident subsidiaries did not derive any revenue or taxable income for the year.,,,,Mineral Resources,2023.0,,,,Data sheet,,,,,,,,Tax Transparency Report page 5,,,,,,,,,,,,,,
54,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,302.0,Energy,302-01,Energy consumption within the organization,"MinRes consumed 1,523,729 MWh of fuel energy in 2023.",,,,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
58,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,302.0,Energy,302-03,Energy intensity,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
60,,302.0,Energy,302-04,Reduction of energy consumption,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
61,,302.0,Energy,302-05,Reductions in energy requirements of products and services,MinRes has yet to disclose this information due to information unavailability.,,,NO DISCLOSURE,Mineral Resources,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,
